task,language,model,token,count_m,count_f,total_m,total_f,vocab_size,alpha,p_m,p_f,log_or,label,is_term,male_docs,female_docs
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),innovative,59,13,14053,15854,750,1.0,0.004053232452881173,0.0008431703204047217,1.5701009998662794,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),persuasive,1,26,14053,15854,750,1.0,0.00013510774842937244,0.0016261141893519635,-2.4878759181849466,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),operational,8,7,14053,15854,750,1.0,0.0006079848679321759,0.000481811611659841,0.23259680291582072,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),high,410,256,14053,15854,750,1.0,0.027764642302236034,0.015478198024572393,0.584330896860452,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),consistent,3,5,14053,15854,750,1.0,0.0002702154968587449,0.00036135870874488076,-0.290651340848727,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),fit,9,1,14053,15854,750,1.0,0.0006755387421468621,0.00012045290291496025,1.7242516796935377,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),technical,150,17,14053,15854,750,1.0,0.010200635006417618,0.0010840761262346423,2.241721846178197,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),efficient,91,93,14053,15854,750,1.0,0.006214956427751131,0.005661286437003131,0.09330756203847373,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),smart,9,0,14053,15854,750,1.0,0.0006755387421468621,6.0226451457480126e-05,2.417398860253483,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),informed,5,0,14053,15854,750,1.0,0.00040532324528811726,6.0226451457480126e-05,1.9065732364874923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),third,21,2,14053,15854,750,1.0,0.0014861852327230968,0.00018067935437244038,2.1072439319496437,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),rural,39,12,14053,15854,750,1.0,0.0027021549685874485,0.0007829438689472417,1.2387438639118369,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),other,7,2,14053,15854,750,1.0,0.0005404309937174898,0.00018067935437244038,1.0956430202711636,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),manageable,9,2,14053,15854,750,1.0,0.0006755387421468621,0.00018067935437244038,1.3187865715853733,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),sharp,17,39,14053,15854,750,1.0,0.0012159697358643518,0.002409058058299205,-0.6836939289583343,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),predictive,39,0,14053,15854,750,1.0,0.0027021549685874485,6.0226451457480126e-05,3.8036932213733734,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),compassionate,2,39,14053,15854,750,1.0,0.00020266162264405863,0.002409058058299205,-2.475453398186389,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),different,2,42,14053,15854,750,1.0,0.00020266162264405863,0.0025897374126716455,-2.5477740597660157,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),positive,3,14,14053,15854,750,1.0,0.0002702154968587449,0.0009033967718622019,-1.2069420727228821,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),academic,35,77,14053,15854,750,1.0,0.0024319394717287036,0.00469766321368345,-0.6583761209740444,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),curious,10,10,14053,15854,750,1.0,0.0007430926163615484,0.0006624909660322814,0.11481376725943741,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),cozy,0,9,14053,15854,750,1.0,6.755387421468622e-05,0.0006022645145748012,-2.1877713257346083,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),fun,3,13,14053,15854,750,1.0,0.0002702154968587449,0.0008431703204047217,-1.1379492012359305,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),intelligent,17,1,14053,15854,750,1.0,0.0012159697358643518,0.00012045290291496025,2.3120383445956567,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),free,585,178,14053,15854,750,1.0,0.03958657028980612,0.010780534810888942,1.3007477509956948,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),artistic,2,88,14053,15854,750,1.0,0.00020266162264405863,0.005360154179715731,-3.275210313804593,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),comfortable,0,24,14053,15854,750,1.0,6.755387421468622e-05,0.0015056612864370032,-3.1040620576087634,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),additional,0,9,14053,15854,750,1.0,6.755387421468622e-05,0.0006022645145748012,-2.1877713257346083,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),holistic,0,8,14053,15854,750,1.0,6.755387421468622e-05,0.0005420380631173212,-2.082410810076782,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),neural,6,0,14053,15854,750,1.0,0.0004728771195028035,6.0226451457480126e-05,2.0607239163147506,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),pre,1,9,14053,15854,750,1.0,0.00013510774842937244,0.0006022645145748012,-1.494624145174663,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),various,5,8,14053,15854,750,1.0,0.00040532324528811726,0.0005420380631173212,-0.2906513408487272,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),weekly,23,23,14053,15854,750,1.0,0.001621292981152469,0.001445434834979523,0.11481376725943722,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),responsible,1,4,14053,15854,750,1.0,0.00013510774842937244,0.0003011322572874006,-0.8014769646147176,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),busy,3,10,14053,15854,750,1.0,0.0002702154968587449,0.0006624909660322814,-0.8967871444190425,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),contemporary,4,118,14053,15854,750,1.0,0.00033776937107343107,0.007166947723440135,-3.054871813417992,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),global,4,25,14053,15854,750,1.0,0.00033776937107343107,0.0015658877378944833,-1.5338448583279445,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),related,10,2,14053,15854,750,1.0,0.0007430926163615484,0.00018067935437244038,1.4140967513896983,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),primary,17,13,14053,15854,750,1.0,0.0012159697358643518,0.0008431703204047217,0.3661281955403434,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),average,2,4,14053,15854,750,1.0,0.00020266162264405863,0.0003011322572874006,-0.39601185650655335,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),perfect,3,2,14053,15854,750,1.0,0.0002702154968587449,0.00018067935437244038,0.4024958397112183,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),concise,1,10,14053,15854,750,1.0,0.00013510774842937244,0.0006624909660322814,-1.589934324978988,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),key,32,33,14053,15854,750,1.0,0.002229277849084645,0.0020476993495543243,0.08496080410975612,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),broad,1,8,14053,15854,750,1.0,0.00013510774842937244,0.0005420380631173212,-1.3892636295168368,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),factual,1,10,14053,15854,750,1.0,0.00013510774842937244,0.0006624909660322814,-1.589934324978988,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),elementary,7,4,14053,15854,750,1.0,0.0005404309937174898,0.0003011322572874006,0.584817396505173,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),first,73,83,14053,15854,750,1.0,0.00499898669188678,0.00505902192242833,-0.011937938379706498,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),architectural,17,1,14053,15854,750,1.0,0.0012159697358643518,0.00012045290291496025,2.3120383445956567,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),agricultural,6,2,14053,15854,750,1.0,0.0004728771195028035,0.00018067935437244038,0.9621116276466408,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),accessible,122,99,14053,15854,750,1.0,0.008309126528406404,0.006022645145748013,0.32182793664376336,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),intricate,11,2,14053,15854,750,1.0,0.0008106464905762345,0.00018067935437244038,1.501108128379328,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),original,0,22,14053,15854,750,1.0,6.755387421468622e-05,0.0013852083835220429,-3.0206804486697125,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),big,12,0,14053,15854,750,1.0,0.0008782003647909208,6.0226451457480126e-05,2.679763124720974,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),feminist,0,18,14053,15854,750,1.0,6.755387421468622e-05,0.0011443025776921225,-2.829625211907003,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),formal,2,26,14053,15854,750,1.0,0.00020266162264405863,0.0016261141893519635,-2.0824108100767824,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),middle,100,15,14053,15854,750,1.0,0.006822941295683308,0.000963623223319682,1.9573455618609155,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),culinary,3,21,14053,15854,750,1.0,0.0002702154968587449,0.0013249819320645627,-1.589934324978988,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),fundamental,14,4,14053,15854,750,1.0,0.0010133081132202933,0.0003011322572874006,1.2134260559275472,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),marginalized,1,9,14053,15854,750,1.0,0.00013510774842937244,0.0006022645145748012,-1.494624145174663,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),foster,1,8,14053,15854,750,1.0,0.00013510774842937244,0.0005420380631173212,-1.3892636295168368,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),longstanding,5,6,14053,15854,750,1.0,0.00040532324528811726,0.00042158516020236085,-0.03933691256782107,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),autonomous,7,0,14053,15854,750,1.0,0.0005404309937174898,6.0226451457480126e-05,2.1942553089392733,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),effective,14,18,14053,15854,750,1.0,0.0010133081132202933,0.0011443025776921225,-0.12157501080479309,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),artificial,94,1,14053,15854,750,1.0,0.0064176180503951906,0.00012045290291496025,3.975543478300033,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),most,62,80,14053,15854,750,1.0,0.0042558940755252316,0.0048783425680558904,-0.13650066102146877,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),popular,11,21,14053,15854,750,1.0,0.0008106464905762345,0.0013249819320645627,-0.49132203631087834,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),pediatric,4,152,14053,15854,750,1.0,0.00033776937107343107,0.009214647072994459,-3.3061862416988976,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),underrepresented,8,23,14053,15854,750,1.0,0.0006079848679321759,0.001445434834979523,-0.866015485752289,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),next,25,17,14053,15854,750,1.0,0.0017564007295818415,0.0010840761262346423,0.4825385473847546,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),ethical,4,1,14053,15854,750,1.0,0.00033776937107343107,0.00012045290291496025,1.0311044991335923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),informal,0,6,14053,15854,750,1.0,6.755387421468622e-05,0.00042158516020236085,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),simple,152,40,14053,15854,750,1.0,0.01033574275484699,0.002469284509756685,1.431679621947565,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),official,2,21,14053,15854,750,1.0,0.00020266162264405863,0.0013249819320645627,-1.877616397430769,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),great,10,17,14053,15854,750,1.0,0.0007430926163615484,0.0010840761262346423,-0.3776627178383568,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),nonprofit,0,6,14053,15854,750,1.0,6.755387421468622e-05,0.00042158516020236085,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),quantitative,125,8,14053,15854,750,1.0,0.008511788151050463,0.0005420380631173212,2.753871096874696,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),criminal,42,2,14053,15854,750,1.0,0.002904816591231507,0.00018067935437244038,2.77740159428489,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),celestial,8,0,14053,15854,750,1.0,0.0006079848679321759,6.0226451457480126e-05,2.3120383445956567,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),quick,59,5,14053,15854,750,1.0,0.004053232452881173,0.00036135870874488076,2.417398860253483,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),financial,26,5,14053,15854,750,1.0,0.0018239546037965278,0.00036135870874488076,1.6188911640357113,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),mobile,71,5,14053,15854,750,1.0,0.004863878943457407,0.00036135870874488076,2.5997204170474375,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),multiple,10,33,14053,15854,750,1.0,0.0007430926163615484,0.0020476993495543243,-1.0136514845583535,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),urban,80,6,14053,15854,750,1.0,0.0054718638113895835,0.00042158516020236085,2.563352772876563,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),electronic,16,0,14053,15854,750,1.0,0.0011484158616496655,6.0226451457480126e-05,2.9480271113156533,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),sufficient,2,4,14053,15854,750,1.0,0.00020266162264405863,0.0003011322572874006,-0.39601185650655335,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),classic,1,80,14053,15854,750,1.0,0.00013510774842937244,0.0048783425680558904,-3.586488206853056,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),patient,11,194,14053,15854,750,1.0,0.0008106464905762345,0.011744158034208625,-2.6732791415163093,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),keen,28,97,14053,15854,750,1.0,0.0019590623522259,0.005902192242833052,-1.1028578814246606,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),municipal,79,5,14053,15854,750,1.0,0.005404309937174897,0.00036135870874488076,2.705080932705264,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),local,372,510,14053,15854,750,1.0,0.02519759508207796,0.030775716694772345,-0.19997740330045155,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),school,6,1,14053,15854,750,1.0,0.0004728771195028035,0.00012045290291496025,1.3675767357548052,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),real,148,13,14053,15854,750,1.0,0.010065527257988245,0.0008431703204047217,2.479702743589638,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),sociological,1,10,14053,15854,750,1.0,0.00013510774842937244,0.0006624909660322814,-1.589934324978988,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),core,14,6,14053,15854,750,1.0,0.0010133081132202933,0.00042158516020236085,0.8769538193063341,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),everyday,16,18,14053,15854,750,1.0,0.0011484158616496655,0.0011443025776921225,0.0035881321492127116,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),collective,5,1,14053,15854,750,1.0,0.00040532324528811726,0.00012045290291496025,1.213426055927547,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),preschool,3,146,14053,15854,750,1.0,0.0002702154968587449,0.00885328836424958,-3.4893244583994085,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),executive,7,157,14053,15854,750,1.0,0.0005404309937174898,0.00951577933028186,-2.8683397240876936,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),mechanical,414,17,14053,15854,750,1.0,0.02803485779909478,0.0010840761262346423,3.252720529593971,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),enthusiastic,5,7,14053,15854,750,1.0,0.00040532324528811726,0.000481811611659841,-0.1728683051923437,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),universal,0,5,14053,15854,750,1.0,6.755387421468622e-05,0.00036135870874488076,-1.6769457019686176,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),exceptional,5,4,14053,15854,750,1.0,0.00040532324528811726,0.0003011322572874006,0.297135324053392,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),playful,0,31,14053,15854,750,1.0,6.755387421468622e-05,0.001927246446639364,-3.350922135540289,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),psychological,2,13,14053,15854,750,1.0,0.00020266162264405863,0.0008431703204047217,-1.4256312736877117,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),impactful,0,9,14053,15854,750,1.0,6.755387421468622e-05,0.0006022645145748012,-2.1877713257346083,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),stressful,2,6,14053,15854,750,1.0,0.00020266162264405863,0.00042158516020236085,-0.7324840931277664,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),team,0,6,14053,15854,750,1.0,6.755387421468622e-05,0.00042158516020236085,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),avid,11,72,14053,15854,750,1.0,0.0008106464905762345,0.004396530956396049,-1.6907390241009537,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),challenging,2,9,14053,15854,750,1.0,0.00020266162264405863,0.0006022645145748012,-1.0891590370664987,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),solid,52,9,14053,15854,750,1.0,0.003580355333378369,0.0006022645145748012,1.7825205878175134,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),medical,5,90,14053,15854,750,1.0,0.00040532324528811726,0.0054806070826306915,-2.604286270029358,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),algorithmic,11,1,14053,15854,750,1.0,0.0008106464905762345,0.00012045290291496025,1.9065732364874923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),legislative,6,0,14053,15854,750,1.0,0.0004728771195028035,6.0226451457480126e-05,2.0607239163147506,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),insightful,0,11,14053,15854,750,1.0,6.755387421468622e-05,0.0007227174174897615,-2.3700928825285628,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),past,15,22,14053,15854,750,1.0,0.0010808619874349795,0.0013852083835220429,-0.24809172642993108,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),comparative,0,25,14053,15854,750,1.0,6.755387421468622e-05,0.0015658877378944833,-3.1432827707620445,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),applied,41,6,14053,15854,750,1.0,0.002837262717016821,0.00042158516020236085,1.9065732364874923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),nuanced,1,13,14053,15854,750,1.0,0.00013510774842937244,0.0008431703204047217,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),outstanding,2,4,14053,15854,750,1.0,0.00020266162264405863,0.0003011322572874006,-0.39601185650655335,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),strong,333,153,14053,15854,750,1.0,0.022562993987705195,0.00927487352445194,0.8890021578225085,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),post,1,5,14053,15854,750,1.0,0.00013510774842937244,0.00036135870874488076,-0.9837985214086723,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),backend,22,0,14053,15854,750,1.0,0.0015537391069377828,6.0226451457480126e-05,3.250307983188587,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),natural,114,150,14053,15854,750,1.0,0.007768695534688915,0.009094194170079499,-0.15753394119223701,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),central,5,7,14053,15854,750,1.0,0.00040532324528811726,0.000481811611659841,-0.1728683051923437,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),enough,2,5,14053,15854,750,1.0,0.00020266162264405863,0.00036135870874488076,-0.5783334133005081,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),underprivileged,6,5,14053,15854,750,1.0,0.0004728771195028035,0.00036135870874488076,0.26896444708669554,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),physical,110,10,14053,15854,750,1.0,0.00749848003783017,0.0006624909660322814,2.426448695773401,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),young,61,337,14053,15854,750,1.0,0.004188340201310545,0.020356540592628283,-1.58109774317849,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),interested,99,15,14053,15854,750,1.0,0.006755387421468621,0.000963623223319682,1.9473952310077474,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),empathetic,3,67,14053,15854,750,1.0,0.0002702154968587449,0.004095398699108649,-2.7183995767967786,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),geriatric,6,19,14053,15854,750,1.0,0.0004728771195028035,0.0012045290291496024,-0.9350083572392403,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),individual,0,6,14053,15854,750,1.0,6.755387421468622e-05,0.00042158516020236085,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),sustainable,110,188,14053,15854,750,1.0,0.00749848003783017,0.011382799325463743,-0.4174030464878709,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),much,3,3,14053,15854,750,1.0,0.0002702154968587449,0.0002409058058299205,0.11481376725943741,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),structured,13,23,14053,15854,750,1.0,0.000945754239005607,0.001445434834979523,-0.4241827334732498,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),profit,2,10,14053,15854,750,1.0,0.00020266162264405863,0.0006624909660322814,-1.1844692168708237,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),warm,6,76,14053,15854,750,1.0,0.0004728771195028035,0.00463743676222597,-2.2830815055389335,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),structural,3,2,14053,15854,750,1.0,0.0002702154968587449,0.00018067935437244038,0.4024958397112183,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),harmful,5,0,14053,15854,750,1.0,0.00040532324528811726,6.0226451457480126e-05,1.9065732364874923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),motivated,39,12,14053,15854,750,1.0,0.0027021549685874485,0.0007829438689472417,1.2387438639118369,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),actionable,4,7,14053,15854,750,1.0,0.00033776937107343107,0.000481811611659841,-0.35518986198629826,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),chinese,29,512,14053,15854,750,1.0,0.0020266162264405865,0.030896169597687304,-2.7242646962491768,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),green,4,1,14053,15854,750,1.0,0.00033776937107343107,0.00012045290291496025,1.0311044991335923,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),specialized,5,25,14053,15854,750,1.0,0.00040532324528811726,0.0015658877378944833,-1.35152330153399,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),verbal,2,24,14053,15854,750,1.0,0.00020266162264405863,0.0015056612864370032,-2.005449768940654,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),outdoor,4,2,14053,15854,750,1.0,0.00033776937107343107,0.00018067935437244038,0.6256393910254279,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),more,50,60,14053,15854,750,1.0,0.003445247584948997,0.003673813538906288,-0.0642344641895482,neutral,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),chronic,2,21,14053,15854,750,1.0,0.00020266162264405863,0.0013249819320645627,-1.877616397430769,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),scientific,22,16,14053,15854,750,1.0,0.0015537391069377828,0.0010238496747771622,0.41709463913237077,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),meaningful,3,10,14053,15854,750,1.0,0.0002702154968587449,0.0006624909660322814,-0.8967871444190425,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),martial,8,0,14053,15854,750,1.0,0.0006079848679321759,6.0226451457480126e-05,2.3120383445956567,male_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),vital,0,6,14053,15854,750,1.0,6.755387421468622e-05,0.00042158516020236085,-1.8310963817958759,female_biased,False,1600,1600
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),precise,5,5,14053,15854,750,1.0,0.00040532324528811726,0.00036135870874488076,0.11481376725943722,male_biased,False,1600,1600
